event_id,campaign_id,lead_id,event_type,event_date,channel,subscription_id
16786dc7-5a21-4307-b368-9ff70423e7c4,14,590,click,2018-11-11 16:07:09.335890,referral,
a4aa7472-93c6-403e-a870-44cb5d300463,48,6081,click,2021-07-07 08:22:32.337392,referral,
a56d11ad-a97d-4896-9f3e-3f26edb04aec,46,3299,click,2020-12-05 10:01:46.267359,paid search,
fe9bb1f8-ebb8-4959-9998-8cd9a6f72045,18,6559,click,2017-01-07 21:35:33.571794,social media,
6bb2dbb6-e040-495f-97bf-21e73f6f7319,84,454,click,2022-06-21 20:31:41.462117,referral,
c7a74c2b-9511-4d78-b3ea-6c71c89ee03c,98,774,click,2018-04-22 17:08:44.825712,referral,
7d98ceaa-7d3c-4a1f-a9bb-95ed1961371b,19,1289,click,2024-10-19 00:31:40.091460,social media,
fa5de358-2a06-417b-a761-1a712e2ee6e3,16,5221,click,2013-03-21 13:29:21.684426,social media,
5d413fb1-3082-457e-a43b-efb51fbc682a,62,731,click,2017-10-12 08:56:24.198045,referral,
fa358986-5bf9-460e-9a50-47e59dda825e,54,3831,click,2014-01-11 23:28:17.415792,referral,
72750bc9-0edc-4af9-b9f4-8954f8fce3b6,37,6884,click,2018-01-06 00:05:04.108840,social media,
97c4392d-a993-43b3-9a85-9dc0665962e1,5,6860,click,2015-10-13 01:06:51.184741,social media,
4f0ed434-b696-46b4-aa4d-1ac22256c014,77,3023,click,2024-07-30 09:05:55.975971,referral,
bfe99f65-0fbc-4d8f-8e43-685d3bcb1e24,19,5092,click,2024-10-30 23:26:10.904167,paid search,
9bfd0b62-0451-4fde-b6e4-91bbbeb6b7d8,90,7471,click,2018-04-23 07:27:03.387500,paid search,
c1135ac6-ef71-4f3e-963d-92726a1e7cb5,83,2042,click,2021-12-12 04:39:15.580119,social media,
4769495f-0ee4-4b00-99a2-4b2620e62dce,81,2630,click,2017-10-22 12:38:22.753944,paid search,
cf6031a8-cc7e-4ef5-89a1-9c648257d524,23,1377,click,2014-08-24 06:01:52.708854,social media,
48d4ca6a-300a-45a6-bd0d-f1d4a786b35a,51,2330,click,2015-05-15 16:35:12.031935,referral,
13707d55-b2c6-42c0-ba06-ccbe24a2bd92,20,4698,click,2016-03-29 10:41:42.270274,social media,
2b29f6b7-b3b7-47f3-9191-e61d255c415d,80,5589,click,2013-07-02 04:51:46.581887,paid search,
c3662133-c878-49f2-a75c-3892e16680fd,18,296,click,2017-01-06 11:02:48.890486,social media,
80993e1f-465f-4f80-ac65-1d128c5ed349,20,1669,click,2016-04-13 10:30:22.985069,social media,
e065a806-b8eb-4e08-8383-f07fd48e0092,89,6135,click,2022-06-16 15:35:19.999041,social media,
284aa826-fa43-412c-bab2-0dff351ec431,11,6884,click,2013-07-07 06:50:23.657414,paid search,
bc37a290-7450-4843-b848-07d68c4a8f4f,1,1700,click,2019-09-24 00:49:09.797428,paid search,
4b8a8521-df03-46a1-b8f5-a968df784b89,84,3844,click,2022-07-04 19:05:43.179899,referral,
628d2b7a-b412-4f69-a37d-5e218651bf54,6,3699,click,2013-09-27 07:49:27.061984,referral,
1e68d63a-3b8c-4fd6-93de-b5f7d85f30e7,100,3138,click,2018-09-15 03:27:56.410591,social media,
666d6497-5238-4906-b94c-ab7f3e1d95f7,71,7935,click,2015-11-30 22:39:12.064644,social media,
94eee1ba-dec9-48a9-9b9d-ee9c5ca82eab,73,1063,click,2024-04-02 04:21:20.963971,paid search,
ab927311-e9c5-486b-92f7-dd62af3ef8ec,64,2879,click,2021-08-06 22:20:04.508617,referral,
05b05ffd-3708-4cde-bb22-8e233020066b,47,44,click,2015-11-09 21:40:19.706364,social media,
984fbc1a-8d3a-4311-92c4-676691449ea8,52,7158,click,2014-05-02 07:21:52.511497,referral,
174a5a11-c022-432a-9e73-f01c1398db47,79,4831,click,2022-02-13 18:44:50.070798,paid search,
cad8cab6-2fe2-438e-bc36-e914e57f73bd,1,5843,click,2019-08-27 06:02:27.588847,referral,
6a034d66-e7af-4f2f-bb34-e3cd753a27d4,30,2101,click,2017-08-05 16:22:30.368752,social media,
7a87ad8c-f3cd-4ef7-871f-185269acfc44,6,3392,click,2013-10-19 19:22:27.490215,social media,
9fd34a67-5cf6-4150-a766-498e0735d88a,97,4777,click,2014-11-08 17:57:15.435351,social media,
ad573da0-a0c3-402c-ab53-f6251ee5ba65,3,6131,click,2013-03-05 03:25:36.903209,social media,
0e33a8d1-e339-4a7d-b3ef-18f3f67c8843,66,6881,click,2014-09-12 22:25:48.692805,social media,
17af1667-223b-4259-9957-8836d9f360cd,36,7949,click,2020-06-20 07:29:10.352690,paid search,
3307060c-462e-4382-a6da-0f42fa24a300,78,6660,click,2020-04-17 07:40:21.043680,social media,
28b0dde1-bd5e-4b74-9cfe-9079b9a32066,40,1983,click,2015-02-04 03:50:25.848805,paid search,
b3fd95ab-884d-4649-a978-82c7e90e4eaa,8,6290,click,2017-03-27 16:39:51.998629,social media,
e1a6ab10-d4a9-44f0-90a4-be621f2b643d,58,6901,click,2014-03-19 19:53:45.077466,paid search,
3a7b6542-cadb-45ee-b670-eca9db6cb338,68,644,click,2019-02-12 10:43:22.109133,referral,
d829637f-a683-4961-8093-213a72718579,21,4115,click,2024-04-14 04:14:52.082970,referral,
46885a8f-f269-47d3-aebe-a22767b7d070,60,974,click,2020-01-19 12:21:00.214926,paid search,
c2864ee8-0ad4-4504-b1b8-d4d7db1ed77e,71,2637,click,2015-11-23 18:08:26.441465,paid search,
d661f39a-4120-47e8-a00d-71fe39a30387,29,3782,click,2017-12-12 06:39:34.691479,paid search,
8a1d0022-9581-4037-bd02-7ccb23c790e6,37,428,click,2018-01-05 17:32:12.115312,social media,
13af08b9-3348-49f2-b1d9-17cd4472b784,98,4490,click,2018-04-20 16:13:01.517312,social media,
41aff61a-ff99-4ea3-8db4-c87db57dca42,61,1384,click,2023-12-23 19:18:07.428006,referral,
82f76aeb-ee75-4045-90fe-4c2555bed315,74,6556,click,2021-11-04 22:06:16.056022,social media,
efdd47eb-1bdc-4641-bbbb-3874f05d8210,11,7503,click,2013-06-27 16:54:29.232675,paid search,
7abcfaa9-bb9f-4df1-b346-4817be66f1b7,2,7132,click,2024-03-20 18:46:36.167831,paid search,
60df471a-7888-465a-9e74-1ad219f47e0f,34,1114,click,2023-12-28 11:17:40.021995,social media,
9ed6db0c-9e5f-485e-bc6a-19c520f35a21,5,5512,click,2015-09-05 10:22:15.909649,paid search,
96d8a044-189e-4a48-9eac-901e701519d7,92,4012,click,2021-08-11 14:49:46.886354,paid search,
8b4d79bd-dcb8-45f6-993f-a481b5c35958,28,3038,click,2023-06-30 17:02:34.517145,referral,
e97d8fb7-d1ab-4671-ac84-fb7dd620a30d,98,2102,click,2018-04-20 20:39:00.783273,referral,
85c2f5c8-d3fb-4b6f-a32c-5b9c4df93571,45,6375,click,2015-02-21 01:28:30.879779,social media,
a017c1af-6c53-4b74-9d55-84b4b260ac11,22,697,click,2013-11-22 20:08:52.007426,social media,
ea6aa27d-d4dc-4c79-af15-c574f4637688,57,5740,click,2019-08-31 07:04:54.554112,paid search,
3e63f358-2776-4e00-8f06-37235761267d,93,1642,click,2014-07-05 11:12:00.520692,paid search,
33ec1228-93ab-4ad1-8a64-b089077daba8,2,5936,click,2024-04-06 17:39:01.050630,social media,
dfab2a1f-a3eb-4299-a4eb-0fc7efc9f23c,89,7020,click,2022-07-01 16:08:29.887008,referral,
6e6bc4a6-89f2-4ec8-b667-7da150353084,4,4863,click,2019-02-14 15:33:26.073480,referral,
7dbd50d6-2dd7-4186-acc8-25160d34f4bc,66,2836,click,2014-08-26 03:58:45.831905,referral,
2a798e4f-3b34-49b6-ac28-66787dc54636,73,2582,click,2024-05-15 09:46:22.955772,paid search,
5557bc69-1a2a-45f5-8d3b-593fe105e080,99,7890,click,2023-08-22 03:50:29.889950,referral,
7428809e-d3a7-448c-9101-0fbe1d52fd39,50,5995,click,2019-10-11 02:19:18.644646,referral,
5ec81f0d-04df-4a8d-b9e7-c6593bdae73a,95,3423,click,2017-06-12 03:51:31.348981,referral,
9c8b1c92-1b50-461a-92ab-cead8bf7c787,76,2441,click,2019-01-25 21:28:15.526226,social media,
3274ba10-966b-49d3-8cbe-996305a8d03c,30,7501,click,2017-07-29 12:59:34.224939,referral,
9906d2cf-c7eb-4b69-8e3c-d4a91ceb7d31,43,5553,click,2022-03-08 20:58:59.851909,social media,
9b21d2b4-166d-4ae8-9127-c5e5150f1270,44,1011,click,2021-09-21 18:12:54.126120,referral,
77ae5d89-d645-468f-9e48-5be5101ae26c,57,769,click,2019-10-10 18:28:48.885983,social media,
ef69cd61-d7b0-4ba7-91d5-f3d59895372e,31,7261,click,2022-12-05 13:11:34.545793,paid search,
341d0f3a-4040-4887-8c6c-ac058e7b6cb8,12,209,click,2023-12-12 12:58:15.666022,paid search,
6396ae49-88ee-4e76-aa2c-f011b334de51,21,32,click,2024-03-08 10:47:08.874900,paid search,
a4d7e90e-bc73-4adc-b618-6ae94eb32f37,46,3025,click,2020-12-13 08:03:15.290339,paid search,
f61b8fff-58cd-452f-818d-3c6414e10df6,75,7228,click,2016-07-15 02:35:18.518409,social media,
9d9b355e-ecf2-453a-9130-78f0842a2d1e,57,6444,click,2019-08-31 03:39:20.780854,social media,
371ecd5a-60c5-40b4-8ed5-fe0332856241,82,4593,click,2021-05-08 20:21:17.153482,social media,
84cc6e62-ddba-41ad-b4be-01bbf8124814,64,5900,click,2021-08-18 19:24:38.129438,paid search,
c309fd83-1dce-4423-8e8b-e2ccfaea82a2,100,6761,click,2018-09-01 16:06:02.228690,paid search,
0dd11165-6c19-4044-8d5c-374f8fa58f69,78,5707,click,2020-04-13 01:04:22.413513,referral,
d950b1c7-7723-4c29-92a4-bbac30d83af8,19,2483,click,2024-10-09 10:06:50.063139,paid search,
cc1a100f-de5d-4416-a55e-a6ba0d8b2393,46,4145,click,2020-11-30 15:30:53.570343,social media,
c1c4aea2-0b13-4b24-9cda-d892913669e0,48,706,click,2021-07-18 06:54:23.290683,paid search,
0ce464f4-a3b0-40a2-9800-6956b2e12606,60,2169,click,2020-01-31 03:17:16.283691,paid search,
e5c83c67-8e9c-463b-827d-1c466bd800d8,23,3516,click,2014-10-04 06:18:07.860086,social media,
f24735d9-862a-421d-a298-229a83c809b1,78,750,click,2020-04-11 00:38:57.882835,paid search,
8ed76f5a-55d6-4d3c-8bed-426ebe055c06,20,5965,click,2016-03-26 02:23:20.847744,paid search,
08760da6-6ecf-4967-9b5e-fdba7622fad6,59,3093,click,2015-07-01 00:25:43.861137,social media,
585ba252-3b3c-42f7-91a7-007fbb520b1a,80,6852,click,2013-08-16 13:57:34.086084,social media,
c38faec7-d9eb-4091-b47c-6a188b4815f4,21,4920,click,2024-04-08 05:37:06.794776,social media,
7b8caaa9-b09b-41b7-b69f-0b1343ba681d,77,7187,click,2024-07-18 17:36:54.034539,referral,
a86fc378-401b-41dc-b926-3308756bb5fd,75,2580,click,2016-06-22 00:56:11.532631,paid search,
ff7408fb-82d3-4c00-96ec-09b359256350,66,2042,click,2014-09-18 00:44:39.669675,social media,
b63f5dcc-2966-4d88-98dd-5b4729710530,19,3047,click,2024-11-19 05:11:58.182067,social media,
9e69a398-26b1-4f14-8e77-e724b1e39d68,37,1554,click,2017-12-31 13:20:21.108618,social media,
12f653b3-abcd-499c-98a5-77d55ab10c13,95,6440,click,2017-06-22 11:26:47.433240,referral,
20a56cbf-60f5-4a96-ae4c-b4ee2b70fdb0,58,2096,click,2014-04-11 22:56:08.983362,paid search,
d4e54932-4688-43b0-963a-0266216cc315,44,5596,click,2021-09-18 13:28:43.650803,paid search,
4bd9abde-867e-47dc-ae21-fcfa078221d4,29,6470,click,2017-11-07 02:33:23.383733,paid search,
8036b95a-b57a-46a0-a003-853659bafaba,53,1907,click,2013-09-07 23:13:12.049162,social media,
98cf1819-298d-4d36-9002-f006115db1c4,8,7644,click,2017-02-28 05:35:51.877179,paid search,
9f5d8ce4-2b5c-4c89-8141-0d828dc83627,14,1400,click,2018-11-30 12:27:13.037811,paid search,
0fa8e638-2960-40dd-b0d9-22d0e06264b3,90,2709,click,2018-04-23 15:13:29.706416,referral,
1d1f2b4e-44a8-4e04-a123-0dc4d0e16725,6,7899,click,2013-10-13 02:38:44.308740,paid search,
ce394dd3-014e-49e7-b1e5-b6aa351a98fb,63,3191,click,2017-02-17 08:08:04.773170,social media,
b924fdd2-4a9e-4796-aa17-aba0e88e1d42,51,6658,click,2015-05-19 05:48:13.820751,social media,
c9d6cc79-769f-427b-b6b0-9c7b94dc2e4f,33,5759,click,2017-02-12 08:05:34.865204,social media,
27698df5-705b-4101-a2be-c198dfd1fe69,47,1877,click,2015-10-28 00:53:20.257636,social media,
6777fb61-48e7-4a66-beca-4d0073c38137,47,6646,click,2015-11-26 14:05:08.182198,paid search,
8c049a1d-b27c-4e3c-9d82-089d9ea05791,11,2022,click,2013-06-21 20:22:23.523777,referral,
a59494af-0032-469f-8724-96f4d5a7f4d9,66,980,click,2014-09-13 13:01:52.792546,paid search,
42121de5-e24c-4961-a574-71cee2459540,80,3492,click,2013-07-05 06:27:35.347312,paid search,
06568fb5-d5eb-4c37-bdfd-36b3430bfc0e,49,7182,click,2014-07-03 16:49:03.326352,referral,
ee25f722-a2e8-4fb5-b9b4-461193674c38,43,6656,click,2022-04-20 12:04:52.685348,referral,
487031e7-7440-4330-a498-922126075f13,67,4525,click,2018-10-01 08:34:30.527249,social media,
25e66b97-1bd6-488f-b3f3-7be5997aa3b2,82,6823,click,2021-05-04 17:23:29.942961,social media,
9240f599-1283-4cc9-a459-39b6dea585d5,81,2926,click,2017-11-23 20:58:24.747148,paid search,
d436cdc2-e7fa-4c80-9a4d-5e1c5fdb998b,21,3524,click,2024-04-10 17:21:23.303836,social media,
6ba89dbf-9d0b-4401-8bf7-6ddc3e24bd94,23,5467,click,2014-10-26 21:14:41.111788,social media,
90f26159-64a1-47c8-a746-c94cf07ade3a,62,7164,click,2017-10-11 22:03:12.465005,referral,
2b0cb56f-e181-4d33-b058-f2d6fea094b7,94,70,click,2020-10-23 20:30:40.809328,referral,
7e7b1f50-13d6-4c26-bf6d-7705c85f6c23,66,6260,click,2014-09-12 04:16:01.287796,paid search,
4aefeef0-9a01-43d9-9bdf-e4fb1e8e2355,11,183,click,2013-08-10 05:00:51.890743,paid search,
a22ca074-7e4d-48fc-a12b-1aa612c76f37,89,6725,click,2022-06-18 18:34:58.011173,social media,
3f6f6e06-9908-4081-8410-c748737f92e1,33,3304,click,2017-02-25 06:19:19.295905,social media,
bae84a8f-4d6d-4e52-95df-329856691e00,95,791,click,2017-06-15 12:53:22.424652,paid search,
5fd73435-026a-4829-b8f4-2ca875b375bd,34,5128,click,2023-12-31 09:51:57.402396,referral,
4a011de3-d6c4-4008-8c15-8dc12ba5451d,53,1967,click,2013-08-27 01:23:53.079314,referral,
5a294c95-84bf-45d3-aa27-2d59c3d2ac96,10,6303,click,2020-03-19 13:58:51.527789,social media,
e00628b1-0502-49c9-be4b-fc28e63f02f1,48,2994,click,2021-07-18 09:52:39.542517,referral,
f0480f4e-e74c-4c83-94d0-a9cd74e470a0,65,6347,click,2023-07-18 00:32:57.455176,social media,
705cefc8-de5b-424b-ba51-dae5f0d0eb61,52,341,click,2014-05-04 21:14:32.759379,paid search,
9b593e7c-5160-42b1-b59c-ba12caf17c23,54,7259,click,2014-01-28 14:43:19.686667,referral,
da8a3e1b-3e33-4f4f-84a0-cb5ea6f49d2c,21,7137,click,2024-05-01 19:28:44.593040,paid search,
492e8cf3-8bf9-4b02-9199-638585ccbb04,76,6899,click,2019-01-23 17:26:12.672164,referral,
43acdac0-dd4b-4317-b1c9-1cffb15f1112,21,7630,click,2024-04-21 21:59:46.936881,paid search,
f6bd67ac-76a7-4bf4-b8ed-612ab70de113,36,6654,click,2020-06-03 18:23:54.144149,social media,
7c6c0af3-cc57-4d18-add5-695a63e20f91,90,655,click,2018-03-28 03:37:09.794643,paid search,
349210ed-8c87-4328-b00c-f01e1c48238c,42,505,click,2014-07-13 20:28:07.094896,social media,
5bd1fec6-e1c7-40f4-a6a0-7097cd810cc5,76,4697,click,2019-01-07 09:32:10.480753,social media,
c3b3f43e-abf9-47a4-ab34-036998e089cc,96,5699,click,2013-06-25 21:11:06.484405,paid search,
aa223906-b861-4f26-bf48-f83f2f1c3b96,56,6481,click,2023-01-08 04:54:10.237279,social media,
c88982cb-d4fe-4c53-a3bd-25bebf9526d3,6,2176,click,2013-09-24 22:25:38.975000,referral,
36575260-796b-4c0b-b65e-3ff7bf554a1e,52,7480,click,2014-04-29 05:19:59.958155,paid search,
834575b9-59a4-461d-ac35-42a961179905,49,703,click,2014-07-31 11:36:37.917616,social media,
b29ce7fa-9ca6-4a0a-b4db-11689b5f5cff,8,5534,click,2017-04-18 15:40:52.056577,social media,
7eb57071-936e-4cc4-b481-cfe66b16f7f7,9,1952,click,2019-10-18 04:10:22.649792,social media,
043d1cb6-0e29-42e5-a6c2-1f26b21232e6,98,4241,click,2018-04-24 09:26:54.307395,social media,
bb42d640-7e3b-4908-bb86-99d57e610072,88,5395,click,2013-09-27 17:43:12.968977,social media,
ad230991-d72a-465e-acda-1befbc4ef266,61,5771,click,2024-01-04 00:07:18.332625,paid search,
c029dab2-3b0a-4967-b6ef-e671bcc1cf96,55,4515,click,2016-06-24 20:27:56.295457,paid search,
1685879a-9044-443e-b3f0-eb230f205575,88,1919,click,2013-10-28 21:32:11.557285,paid search,
55980a6b-d3cf-4d9c-87c5-1ec9ce37afbd,78,4086,click,2020-02-23 07:52:41.962658,social media,
795e2ee4-0df7-4b44-a77f-bddc5bc4dbc4,42,6305,click,2014-07-12 17:23:32.983270,referral,
14f096e3-1490-4608-b24d-27fc9e3d04ba,9,4218,click,2019-10-11 17:13:11.800214,paid search,
90600711-2253-4d8c-9057-ce30dde01797,93,5105,click,2014-07-24 19:55:37.656435,paid search,
dc31ac1b-2dcb-4c29-8caa-1caca727e007,3,159,click,2013-03-06 14:31:25.942537,social media,
653c1928-e667-4c50-83b8-ca9cbec0e062,10,6628,click,2020-04-13 17:56:50.521342,referral,
a1db10dd-a31f-4dd3-acfd-41032439912c,56,5796,click,2022-12-25 01:21:34.553678,referral,
07f1ef0a-43f2-4b15-98b5-0d605cebbdb4,20,3132,click,2016-04-11 12:24:27.506582,paid search,
a0feccf8-b731-4903-a1f3-fd2b56b9d484,53,7847,click,2013-08-06 09:02:34.538574,paid search,
425d086f-2ae8-4769-b3ab-5ff230fdf86d,53,2356,click,2013-09-12 18:37:47.096358,referral,
9bddb7fd-1047-424b-ad46-fc91950412da,86,3771,click,2018-09-23 20:19:43.908535,referral,
9ff18db0-bf59-4cd8-b4eb-3afa742d3eb2,8,4224,click,2017-04-29 00:15:14.895131,paid search,
cd593a45-6642-45ce-8d29-c561fcd2e54c,66,7528,click,2014-09-15 11:29:03.405393,paid search,
2dbad8c3-30e5-4223-bb61-d3553a845bd1,69,439,click,2022-12-04 06:41:31.337164,social media,
845bc423-7f86-4a79-893e-7edd08f39c57,73,2125,click,2024-03-27 04:01:32.468078,paid search,
64f214f6-6027-46bd-90a1-67fdc657b69d,75,500,click,2016-06-23 23:53:17.083555,social media,
f94e6a79-0f51-4ec0-96f4-a5f00bc30381,7,6442,click,2017-11-29 07:40:18.027913,social media,
c0840e58-c604-4cfd-82bc-26603d97bd6c,8,2852,click,2017-04-12 13:25:32.901141,paid search,
bce895da-4e62-42fc-94ce-a3ecdfa89a19,40,6999,click,2015-01-15 08:02:25.159734,paid search,
b1771f96-fc6f-45b3-8371-716ba58a0245,93,3122,click,2014-06-01 23:20:58.012476,paid search,
88c94eec-72e5-4890-89bb-437f9873d9ae,72,4026,click,2024-01-04 13:32:38.097687,social media,
a9768e09-0b4d-48fb-b335-011d0b1e948d,97,3664,click,2015-01-09 03:44:43.121885,social media,
5dbf1a0a-175c-40b4-9ee5-27f8f19eea17,75,2929,click,2016-07-16 20:10:29.949261,paid search,
ddc5d124-d29c-4322-8377-030d052793a1,8,13,click,2017-04-28 13:34:25.632446,paid search,
17492704-4adf-4854-bf8f-f7c75b5e3095,61,2797,click,2023-12-29 05:52:50.671597,referral,
16b78f81-8874-4af8-9e14-7cd2c8f80c03,47,7368,click,2015-11-14 03:58:01.343740,referral,
0dc41a76-3a92-4a99-8fef-6bec8bc9f303,42,3436,click,2014-07-23 08:48:32.478527,referral,
19632ce2-3796-4fef-aea0-f37fb386be58,15,2052,click,2024-03-09 03:18:42.080127,paid search,
a336542a-812e-40b9-8bba-e5272dab98e4,44,1868,click,2021-08-27 10:05:23.212167,paid search,
06a3428a-cd38-4db2-9bf1-992edba97366,70,1464,click,2022-05-17 18:37:40.930410,referral,
95d07468-56be-4d9a-8b5b-c664ebf79f17,44,5434,click,2021-10-02 02:58:41.223748,referral,
f985fe0b-f8a0-4ad2-8ca3-2cb06fc3faac,5,3066,click,2015-08-25 12:17:34.802782,paid search,
be232e89-2164-42a5-9e84-d753a5a2836f,26,4988,click,2015-07-18 14:25:05.133229,referral,
f6c57868-ea36-429b-a845-b49bfe511daf,84,7350,click,2022-07-10 21:35:47.502238,paid search,
edc77906-c79f-4224-97d4-bc72d6743c1f,43,3222,click,2022-03-08 19:52:31.837587,social media,
7002b904-15ee-46c9-9c84-3fe8c538fafa,27,6207,click,2022-02-12 06:26:07.360124,paid search,
7a768bcf-71a5-4239-a03e-e8301297ca6c,9,5017,click,2019-10-13 14:11:50.339195,referral,
c079d741-a1e6-41bc-9e60-157c4644809e,95,7376,click,2017-07-06 07:59:36.368826,referral,
b3fb94bd-a1cb-4a6d-a57c-534daba117f4,89,6142,click,2022-06-13 17:55:21.455766,social media,
5c3fc671-22ff-4fad-a92c-00532b232527,40,6153,click,2015-02-11 04:37:03.433798,social media,
496c11f3-235c-4249-bcfc-fa5e58e16350,64,3322,click,2021-08-07 21:15:25.639922,referral,
37d98f2d-e5b8-46ca-92d1-280c4bf07037,49,198,click,2014-08-18 17:51:02.344687,referral,
769b4dff-92ea-43e1-8fbe-2dc24259a7b6,94,7754,click,2020-11-25 22:03:18.598704,paid search,
ca9a319f-67dd-48e8-b93e-beeb18c1cee9,71,109,click,2015-12-17 09:27:53.601350,referral,
c04d9599-a918-4d10-bf1e-7d93c4fded55,87,3645,click,2018-12-13 12:32:01.137043,referral,
549719f6-526c-4681-81ce-cbb0609a3575,93,887,click,2014-07-14 06:29:07.514770,social media,
96305bf6-f205-471d-a443-120c2039bee6,56,637,click,2023-01-09 08:08:19.452808,social media,
8dc6d074-b70f-4aca-97fd-834a793ffa03,78,7450,click,2020-04-17 17:55:24.659805,paid search,
5134eab0-bfbb-4a2a-8439-dff4342dfbaa,44,7300,click,2021-09-23 04:00:20.273321,social media,
419541c7-08e9-47f9-bd17-8394699c434e,65,6110,click,2023-07-26 05:43:06.522900,referral,
71d697d0-4e6d-43c8-8205-5079626d6641,84,3739,click,2022-06-30 11:37:44.541645,paid search,
f8b600f6-dc9a-4b79-a144-fc4512cbdd97,65,3758,click,2023-07-26 09:27:22.486129,social media,
2f9d9843-2d46-4577-84f4-85276c3cb7b7,41,469,click,2017-06-14 02:26:56.365007,paid search,
85afdf3e-2bb7-4061-82ae-818998c95ae0,85,4115,click,2022-10-07 19:57:18.542526,social media,
512793b2-8c13-4fa4-94b6-614eb0812263,78,2625,click,2020-04-29 09:27:30.289151,paid search,
f6312133-aed4-453a-ace5-84b9f036fa69,17,3853,click,2020-01-18 19:39:06.352401,referral,
f79a1311-8423-41c7-85d2-f9df178fb712,46,4994,click,2021-01-10 08:09:39.997516,referral,
7d634720-00fd-496e-9794-4f023989b078,92,4056,click,2021-08-08 15:27:13.273108,social media,
ed350cf9-8297-4c43-9fc1-f2b07842c6ea,65,4511,click,2023-07-19 09:50:36.514026,social media,
